year,day_type,bus,rail_boardings,total_rides
2008,W,1036232,618258,1654490
2008,W,715974,456610,1172584
2008,W,967658,595964,1563622
2008,W,961552,601847,1563399
2008,W,1001382,615384,1616766
2008,W,1021900,610589,1632489
2008,W,1003187,602866,1606053
2008,W,970886,605240,1576126
2008,W,1019462,617002,1636464
2008,W,1028392,620602,1648994
2008,W,1049773,618230,1668003
2008,W,890785,556767,1447552
2008,W,1053813,619343,1673156
2008,W,1059027,620660,1679687
2008,W,1055418,624362,1679780
2008,W,1031200,604635,1635835
2008,W,1024901,606737,1631638
2008,W,1062865,633917,1696782
2008,W,1068268,640051,1708319
2008,W,1070019,642018,1712037
2008,W,1077635,647279,1724914
2008,W,897500,584885,1482385
2008,W,909978,593247,1503225
2008,W,945983,608639,1554622
2008,W,955273,600735,1556008
2008,W,767583,493573,1261156
2008,W,1001268,570762,1572030
2008,W,1036465,596853,1633318
2008,W,1050176,603440,1653616
2008,W,986130,588572,1574702
2008,W,1053516,604448,1657964
2008,W,1008940,622143,1631083
2008,W,1114418,637976,1752394
2008,W,1118495,661969,1780464
2008,W,1112511,663802,1776313
2008,W,1115690,653351,1769041
2008,W,1084375,638419,1722794
2008,W,1063269,628618,1691887
2008,W,1092341,646940,1739281
2008,W,994944,620427,1615371
2008,W,999556,629067,1628623
2008,W,1088485,635754,1724239
2008,W,1127401,649135,1776536
2008,W,1064026,661463,1725489
2008,W,1091387,665873,1757260
2008,W,1097367,652105,1749472
2008,W,1088521,651232,1739753
2008,W,1085729,671423,1757152
2008,W,1055157,650232,1705389
2008,W,1021163,649514,1670677
2008,W,1054844,629468,1684312
2008,W,1009567,606882,1616449
2008,W,1091930,652034,1743964
2008,W,1104713,662503,1767216
2008,W,1129443,680679,1810122
2008,W,1082350,641332,1723682
2008,W,1111775,633266,1745041
2008,W,1122716,651484,1774200
2008,W,1045666,631068,1676734
2008,W,1112033,655364,1767397
2008,W,1117011,659889,1776900
2008,W,1070403,630574,1700977
2008,W,1092576,652724,1745300
2008,W,1083589,650904,1734493
2008,W,1092014,662730,1754744
2008,W,1110816,668057,1778873
2008,W,1076847,614865,1691712
2008,W,1085719,634661,1720380
2008,W,1108988,647342,1756330
2008,W,1097500,649513,1747013
2008,W,1074370,622769,1697139
2008,W,1026141,626634,1652775
2008,W,1105899,647402,1753301
2008,W,1090598,653634,1744232
2008,W,1079526,637842,1717368
2008,W,1098574,638006,1736580
2008,W,1073873,643040,1716913
2008,W,1114498,656098,1770596
2008,W,1104182,673642,1777824
2008,W,1087144,661938,1749082
2008,W,1032999,630410,1663409
2008,W,1117614,685952,1803566
2008,W,1100852,696784,1797636
2008,W,1026283,681143,1707426
2008,W,1084190,655268,1739458
2008,W,999214,614395,1613609
2008,W,1033341,643362,1676703
2008,W,1043814,654284,1698098
2008,W,1037717,659852,1697569
2008,W,996558,662324,1658882
2008,W,1019631,625987,1645618
2008,W,1046337,666522,1712859
2008,W,1005969,662936,1668905
2008,W,1052301,685526,1737827
2008,W,1019687,693555,1713242
2008,W,1037295,679631,1716926
2008,W,1098281,694175,1792456
2008,W,1043654,675750,1719404
2008,W,1143777,905742,2049519
2008,W,990782,608485,1599267
2008,W,1052665,666338,1719003
2008,W,1093064,686636,1779700
2008,W,1029219,674645,1703864
2008,W,1059114,682404,1741518
2008,W,1058694,637119,1695813
2008,W,1088616,655456,1744072
2008,W,1063054,651228,1714282
2008,W,1070349,656485,1726834
2008,W,1050847,664271,1715118
2008,W,1024212,635587,1659799
2008,W,1077279,666303,1743582
2008,W,1082583,672801,1755384
2008,W,1062708,695993,1758701
2008,W,1032058,683549,1715607
2008,W,996509,622637,1619146
2008,W,1014276,654547,1668823
2008,W,1009837,641527,1651364
2008,W,976117,652936,1629053
2008,W,1081564,766911,1848475
2008,W,929003,636533,1565536
2008,W,997379,673384,1670763
2008,W,1020516,684080,1704596
2008,W,1024746,683487,1708233
2008,W,1041165,713105,1754270
2008,W,969826,623874,1593700
2008,W,989226,632942,1622168
2008,W,973719,627548,1601267
2008,W,993155,638565,1631720
2008,W,1038006,651338,1689344
2008,W,974311,621522,1595833
2008,W,1012560,662493,1675053
2008,W,1019019,671769,1690788
2008,W,1006682,679508,1686190
2008,W,1009399,677130,1686529
2008,W,1012339,631974,1644313
2008,W,1051063,653148,1704211
2008,W,1040926,650396,1691322
2008,W,1022254,678635,1700889
2008,W,1080840,681463,1762303
2008,W,1131494,681719,1813213
2008,W,1166955,710304,1877259
2008,W,1025296,653827,1679123
2008,W,1171756,698545,1870301
2008,W,1058699,651127,1709826
2008,W,1176865,712792,1889657
2008,W,1167063,719905,1886968
2008,W,1156490,719806,1876296
2008,W,1120112,700943,1821055
2008,W,1140716,692029,1832745
2008,W,1168626,731344,1899970
2008,W,1172871,740575,1913446
2008,W,1169932,739141,1909073
2008,W,1174967,743560,1918527
2008,W,1140486,690356,1830842
2008,W,1163232,707370,1870602
2008,W,1148720,713572,1862292
2008,W,1162318,720003,1882321
2008,W,1090515,708141,1798656
2008,W,1074139,671489,1745628
2008,W,1137377,706085,1843462
2008,W,1197836,724444,1922280
2008,W,1180204,731452,1911656
2008,W,1211992,706967,1918959
2008,W,1166019,698883,1864902
2008,W,1133103,689214,1822317
2008,W,1141745,693515,1835260
2008,W,1161478,703190,1864668
2008,W,1169810,716085,1885895
2008,W,909500,599831,1509331
2008,W,1165787,704419,1870206
2008,W,1115651,694445,1810096
2008,W,1166556,715760,1882316
2008,W,1162723,709679,1872402
2008,W,1092061,674708,1766769
2008,W,1158146,701303,1859449
2008,W,1149832,699333,1849165
2008,W,1144729,703527,1848256
2008,W,1036465,675065,1711530
2008,W,1085873,677343,1763216
2008,W,1129560,690269,1819829
2008,W,1123289,696994,1820283
2008,W,1142793,709395,1852188
2008,W,1135299,709363,1844662
2008,W,1178414,690751,1869165
2008,W,1152333,786405,1938738
2008,W,1156522,715659,1872181
2008,W,1101916,691666,1793582
2008,W,1040709,678770,1719479
2008,W,1000224,656658,1656882
2008,W,891353,599602,1490955
2008,W,1081236,679826,1761062
2008,W,1074912,684049,1758961
2008,W,1133869,683123,1816992
2008,W,1080548,652199,1732747
2008,W,1093821,666335,1760156
2008,W,1114917,670515,1785432
2008,W,1085367,670667,1756034
2008,W,1087614,657879,1745493
2008,W,1060943,638066,1699009
2008,W,1088066,653433,1741499
2008,W,1032378,599978,1632356
2008,W,668376,363454,1031830
2008,W,1060059,635852,1695911
2008,W,1095425,652324,1747749
2008,W,1115007,658630,1773637
2008,W,1063682,651130,1714812
2008,W,1028359,628044,1656403
2008,W,1039370,618281,1657651
2008,W,1000971,619711,1620682
2008,W,1041145,640709,1681854
2008,W,1059298,653239,1712537
2008,W,1016010,626638,1642648
2008,W,899917,564467,1464384
2008,W,906945,632719,1539664
2008,W,982687,615707,1598394
2008,W,995662,618571,1614233
2008,W,894131,596207,1490338
2008,W,703302,474711,1178013
2008,W,742980,501283,1244263
2008,W,626374,339616,965990
2008,W,564107,321342,885449
2008,W,813142,503359,1316501
2008,W,820666,523516,1344182
2008,W,743027,480797,1223824
2009,W,765802,443439,1209241
2009,W,1012207,591455,1603662
2009,W,1006184,600314,1606498
2009,W,991858,606481,1598339
2009,W,1000931,606524,1607455
2009,W,985250,625043,1610293
2009,W,1009651,629944,1639595
2009,W,952091,615363,1567454
2009,W,905548,620646,1526194
2009,W,755677,532219,1287896
2009,W,822136,542180,1364316
2009,W,665251,409551,1074802
2009,W,1018227,624553,1642780
2009,W,1068170,647903,1716073
2009,W,1082611,657786,1740397
2009,W,979795,622633,1602428
2009,W,1024953,633365,1658318
2009,W,1050873,646578,1697451
2009,W,1044085,653089,1697174
2009,W,1040926,648114,1689040
2009,W,1059741,627734,1687475
2009,W,1062276,628819,1691095
2009,W,1058730,636578,1695308
2009,W,1026435,631042,1657477
2009,W,1064605,643718,1708323
2009,W,1090042,639394,1729436
2009,W,1061620,634229,1695849
2009,W,1121451,666014,1787465
2009,W,1001838,637558,1639396
2009,W,943891,620278,1564169
2009,W,1008863,643066,1651929
2009,W,765356,486133,1251489
2009,W,1087248,654156,1741404
2009,W,1030930,637389,1668319
2009,W,1004978,639414,1644392
2009,W,1032282,632936,1665218
2009,W,1030913,619409,1650322
2009,W,1072167,642992,1715159
2009,W,1082105,650665,1732770
2009,W,981515,624424,1605939
2009,W,1045953,631269,1677222
2009,W,866001,570796,1436797
2009,W,1095720,642501,1738221
2009,W,1098350,648398,1746748
2009,W,1105607,658867,1764474
2009,W,1106466,653708,1760174
2009,W,1073249,638209,1711458
2009,W,1026177,636119,1662296
2009,W,1058738,649963,1708701
2009,W,1039462,646252,1685714
2009,W,1075419,656181,1731600
2009,W,1040208,648040,1688248
2009,W,1110747,683241,1793988
2009,W,1051328,653127,1704455
2009,W,1073688,656286,1729974
2009,W,1064573,643149,1707722
2009,W,1007657,598236,1605893
2009,W,1023641,616038,1639679
2009,W,1052157,625381,1677538
2009,W,1053676,633781,1687457
2009,W,969091,614690,1583781
2009,W,1044468,628992,1673460
2009,W,1007561,628945,1636506
2009,W,1103516,658559,1762075
2009,W,1017567,649643,1667210
2009,W,1094889,653334,1748223
2009,W,878367,593691,1472058
2009,W,948719,636189,1584908
2009,W,963532,642963,1606495
2009,W,952099,638401,1590500
2009,W,866040,562197,1428237
2009,W,937261,619681,1556942
2009,W,1028849,642703,1671552
2009,W,1073275,682839,1756114
2009,W,1082379,692868,1775247
2009,W,1087613,695313,1782926
2009,W,1007645,629066,1636711
2009,W,1030738,659154,1689892
2009,W,1040599,679753,1720352
2009,W,1039524,688741,1728265
2009,W,1084984,679180,1764164
2009,W,972593,633164,1605757
2009,W,1043138,650112,1693250
2009,W,1045681,648841,1694522
2009,W,999397,660465,1659862
2009,W,1116163,677684,1793847
2009,W,1081915,667219,1749134
2009,W,1091934,680732,1772666
2009,W,1040297,650834,1691131
2009,W,1071031,675865,1746896
2009,W,1084713,657966,1742679
2009,W,1019002,620480,1639482
2009,W,1070549,675570,1746119
2009,W,979697,640084,1619781
2009,W,1074183,690670,1764853
2009,W,985291,650805,1636096
2009,W,1045190,623839,1669029
2009,W,1072111,650975,1723086
2009,W,1085546,664197,1749743
2009,W,1070609,663646,1734255
2009,W,1052067,637603,1689670
2009,W,998498,634549,1633047
2009,W,1026962,648266,1675228
2009,W,1038163,663980,1702143
2009,W,1064215,677893,1742108
2009,W,1011224,619841,1631065
2009,W,1036601,635007,1671608
2009,W,1092082,659178,1751260
2009,W,1078827,665490,1744317
2009,W,1074738,656345,1731083
2009,W,1003036,633669,1636705
2009,W,1017857,645412,1663269
2009,W,1010707,655620,1666327
2009,W,881200,627380,1508580
2009,W,1067730,722970,1790700
2009,W,969271,636444,1605715
2009,W,913925,644994,1558919
2009,W,978050,671546,1649596
2009,W,970757,684946,1655703
2009,W,868477,622117,1490594
2009,W,957022,623252,1580274
2009,W,978739,644145,1622884
2009,W,937838,642145,1579983
2009,W,969861,659105,1628966
2009,W,985078,708491,1693569
2009,W,961592,649188,1610780
2009,W,962402,648809,1611211
2009,W,1003064,680635,1683699
2009,W,1020960,713778,1734738
2009,W,966889,643223,1610112
2009,W,977293,670829,1648122
2009,W,954018,667258,1621276
2009,W,1002646,673821,1676467
2009,W,938460,672582,1611042
2009,W,975656,638789,1614445
2009,W,975173,644793,1619966
2009,W,984189,650434,1634623
2009,W,990574,683021,1673595
2009,W,954520,667858,1622378
2009,W,963999,643810,1607809
2009,W,986777,683790,1670567
2009,W,973865,654420,1628285
2009,W,959920,673917,1633837
2009,W,968278,686977,1655255
2009,W,939982,648312,1588294
2009,W,956278,667503,1623781
2009,W,958820,672872,1631692
2009,W,926905,680056,1606961
2009,W,997830,674810,1672640
2009,W,945629,612506,1558135
2009,W,966555,645725,1612280
2009,W,965266,653026,1618292
2009,W,958790,673897,1632687
2009,W,900717,695143,1595860
2009,W,920020,624034,1544054
2009,W,950753,672387,1623140
2009,W,951988,666879,1618867
2009,W,946370,674767,1621137
2009,W,969081,683249,1652330
2009,W,854426,594551,1448977
2009,W,948964,636143,1585107
2009,W,917526,624721,1542247
2009,W,922627,630083,1552710
2009,W,946374,633411,1579785
2009,W,966314,634030,1600344
2009,W,993279,680981,1674260
2009,W,921926,651492,1573418
2009,W,934232,664531,1598763
2009,W,974302,674306,1648608
2009,W,975508,658827,1634335
2009,W,1055167,680368,1735535
2009,W,1032505,682877,1715382
2009,W,1063234,714324,1777558
2009,W,1020694,678461,1699155
2009,W,1004429,709373,1713802
2009,W,1097851,711047,1808898
2009,W,1099979,713849,1813828
2009,W,1114404,743271,1857675
2009,W,1101985,714141,1816126
2009,W,1115027,729171,1844198
2009,W,1108929,732849,1841778
2009,W,1112462,745180,1857642
2009,W,1102861,708997,1811858
2009,W,1076200,692304,1768504
2009,W,1098839,708391,1807230
2009,W,1102842,718424,1821266
2009,W,1099145,712276,1811421
2009,W,1010229,697003,1707232
2009,W,1025351,659478,1684829
2009,W,1070466,701863,1772329
2009,W,1092412,723123,1815535
2009,W,1092443,714559,1807002
2009,W,1094376,710954,1805330
2009,W,1110701,690993,1801694
2009,W,1071550,693172,1764722
2009,W,1111089,714396,1825485
2009,W,1063003,714502,1777505
2009,W,1023705,689843,1713548
2009,W,827772,594084,1421856
2009,W,1102805,706201,1809006
2009,W,1077269,703009,1780278
2009,W,1052994,712178,1765172
2009,W,1067868,708838,1776706
2009,W,1094468,697391,1791859
2009,W,1095869,709084,1804953
2009,W,1110910,714863,1825773
2009,W,1051505,708978,1760483
2009,W,932000,664168,1596168
2009,W,1045756,673242,1718998
2009,W,1106013,699054,1805067
2009,W,1091208,699543,1790751
2009,W,1096369,715628,1811997
2009,W,1035778,680089,1715867
2009,W,1099218,681759,1780977
2009,W,1136686,697012,1833698
2009,W,1105418,695322,1800740
2009,W,1114979,710657,1825636
2009,W,1015815,683216,1699031
2009,W,1076270,673433,1749703
2009,W,1090758,686972,1777730
2009,W,908424,620355,1528779
2009,W,1097428,709937,1807365
2009,W,1092994,693142,1786136
2009,W,1061332,668884,1730216
2009,W,1060364,677993,1738357
2009,W,1043248,676849,1720097
2009,W,1021173,682045,1703218
2009,W,1105710,692325,1798035
2009,W,1073100,665885,1738985
2009,W,1054145,665966,1720111
2009,W,997101,612769,1609870
2009,W,647293,378145,1025438
2009,W,1048329,650622,1698951
2009,W,1130467,682786,1813253
2009,W,1094833,673684,1768517
2009,W,1098849,686030,1784879
2009,W,973336,652626,1625962
2009,W,1034149,643604,1677753
2009,W,1031237,661097,1692334
2009,W,985064,649445,1634509
2009,W,875574,598439,1474013
2009,W,980494,627993,1608487
2009,W,1003184,616209,1619393
2009,W,988681,619534,1608215
2009,W,968963,614739,1583702
2009,W,995849,624996,1620845
2009,W,1005529,623684,1629213
2009,W,848265,548679,1396944
2009,W,818602,546637,1365239
2009,W,778855,498841,1277696
2009,W,584096,303611,887707
2009,W,740043,469843,1209886
2009,W,753943,488944,1242887
2009,W,760344,500436,1260780
2009,W,750868,461311,1212179
2010,W,938766,569397,1508163
2010,W,970860,589044,1559904
2010,W,980962,598511,1579473
2010,W,901941,616491,1518432
2010,W,937662,597434,1535096
2010,W,983964,609826,1593790
2010,W,1012053,626651,1638704
2010,W,1031317,632953,1664270
2010,W,1036398,641827,1678225
2010,W,1043125,634202,1677327
2010,W,672311,416744,1089055
2010,W,1083689,661331,1745020
2010,W,1069450,657695,1727145
2010,W,1037561,659269,1696830
2010,W,1061872,642443,1704315
2010,W,1039778,645886,1685664
2010,W,1037134,653753,1690887
2010,W,1022417,648561,1670978
2010,W,1002952,647250,1650202
2010,W,918474,610943,1529417
2010,W,1091041,648428,1739469
2010,W,1062988,651659,1714647
2010,W,1114266,661280,1775546
2010,W,1090369,666455,1756824
2010,W,1047904,641303,1689207
2010,W,1006311,637392,1643703
2010,W,913022,646792,1559814
2010,W,939412,645430,1584842
2010,W,921768,657486,1579254
2010,W,886702,608456,1495158
2010,W,722405,483572,1205977
2010,W,1028597,665769,1694366
2010,W,1028817,663479,1692296
2010,W,1026992,673127,1700119
2010,W,1030451,658459,1688910
2010,W,953759,633739,1587498
2010,W,1015116,659707,1674823
2010,W,996077,660548,1656625
2010,W,1000799,668380,1669179
2010,W,999789,649111,1648900
2010,W,893861,606818,1500679
2010,W,1032445,666762,1699207
2010,W,1062280,674355,1736635
2010,W,1051738,680673,1732411
2010,W,1036156,664445,1700601
2010,W,1013812,651269,1665081
2010,W,1025242,665192,1690434
2010,W,1030470,670440,1700910
2010,W,994390,664881,1659271
2010,W,1013971,662812,1676783
2010,W,996747,648605,1645352
2010,W,1036185,679563,1715748
2010,W,1043518,689789,1733307
2010,W,1036643,690207,1726850
2010,W,1022766,663983,1686749
2010,W,981316,617250,1598566
2010,W,1012454,638684,1651138
2010,W,987466,633221,1620687
2010,W,949845,629016,1578861
2010,W,971169,632589,1603758
2010,W,852199,601592,1453791
2010,W,884276,625592,1509868
2010,W,901476,645780,1547256
2010,W,949879,673448,1623327
2010,W,881173,601009,1482182
2010,W,975213,657842,1633055
2010,W,984899,664805,1649704
2010,W,940753,666668,1607421
2010,W,988825,683625,1672450
2010,W,948808,679699,1628507
2010,W,1008809,689027,1697836
2010,W,1031798,679327,1711125
2010,W,1043690,714316,1758006
2010,W,1040113,728178,1768291
2010,W,1005953,706984,1712937
2010,W,1006105,663348,1669453
2010,W,1023621,685488,1709109
2010,W,1010968,682322,1693290
2010,W,976688,683400,1660088
2010,W,996166,671480,1667646
2010,W,1014665,682134,1696799
2010,W,1022698,697232,1719930
2010,W,981925,695381,1677306
2010,W,971157,697327,1668484
2010,W,1032120,707210,1739330
2010,W,1051064,673932,1724996
2010,W,1047595,687646,1735241
2010,W,1033684,692081,1725765
2010,W,1030345,690306,1720651
2010,W,959307,650935,1610242
2010,W,982426,680635,1663061
2010,W,948970,668287,1617257
2010,W,987926,682843,1670769
2010,W,955701,664390,1620091
2010,W,1022640,708596,1731236
2010,W,951092,643233,1594325
2010,W,976377,669846,1646223
2010,W,1009046,668811,1677857
2010,W,982640,667152,1649792
2010,W,949316,656659,1605975
2010,W,974382,650835,1625217
2010,W,1005290,690144,1695434
2010,W,1004824,688396,1693220
2010,W,995700,697901,1693601
2010,W,994671,694492,1689163
2010,W,1024767,669261,1694028
2010,W,990049,663107,1653156
2010,W,1042401,688706,1731107
2010,W,1013014,679386,1692400
2010,W,1001595,679492,1681087
2010,W,931456,652565,1584021
2010,W,1032439,707821,1740260
2010,W,1019373,707755,1727128
2010,W,979074,845329,1824403
2010,W,955902,662467,1618369
2010,W,948177,686852,1635029
2010,W,1003968,723671,1727639
2010,W,954409,719629,1674038
2010,W,940534,693973,1634507
2010,W,868542,626192,1494734
2010,W,916810,666558,1583368
2010,W,820493,627767,1448260
2010,W,931520,691266,1622786
2010,W,941751,750414,1692165
2010,W,911187,698735,1609922
2010,W,919886,716597,1636483
2010,W,939032,726101,1665133
2010,W,997162,802022,1799184
2010,W,948286,728895,1677181
2010,W,906377,637312,1543689
2010,W,911994,656096,1568090
2010,W,913888,665000,1578888
2010,W,930427,676348,1606775
2010,W,916793,645066,1561859
2010,W,944367,664923,1609290
2010,W,938980,670046,1609026
2010,W,934492,715607,1650099
2010,W,928476,753901,1682377
2010,W,927114,681084,1608198
2010,W,938739,692212,1630951
2010,W,951550,705647,1657197
2010,W,927185,670399,1597584
2010,W,879035,677196,1556231
2010,W,915404,658817,1574221
2010,W,935330,670382,1605712
2010,W,908070,667607,1575677
2010,W,933636,684987,1618623
2010,W,943778,683141,1626919
2010,W,913649,660658,1574307
2010,W,927125,668186,1595311
2010,W,880047,663305,1543352
2010,W,949218,698256,1647474
2010,W,947220,791899,1739119
2010,W,902342,647949,1550291
2010,W,909752,662126,1571878
2010,W,902498,661211,1563709
2010,W,908352,666665,1575017
2010,W,918501,665794,1584295
2010,W,907011,648950,1555961
2010,W,909673,659235,1568908
2010,W,935381,676787,1612168
2010,W,940943,688195,1629138
2010,W,928525,688864,1617389
2010,W,941694,650532,1592226
2010,W,962622,674401,1637023
2010,W,973800,689560,1663360
2010,W,978212,694660,1672872
2010,W,991691,700296,1691987
2010,W,960273,673150,1633423
2010,W,980388,693348,1673736
2010,W,1014776,696657,1711433
2010,W,964759,679832,1644591
2010,W,996297,721206,1717503
2010,W,1067665,723135,1790800
2010,W,1078904,744212,1823116
2010,W,1053439,729328,1782767
2010,W,1067844,740993,1808837
2010,W,1064113,722939,1787052
2010,W,1073013,743702,1816715
2010,W,1077313,757144,1834457
2010,W,1030218,751525,1781743
2010,W,1070710,777601,1848311
2010,W,1040338,712870,1753208
2010,W,1068204,750363,1818567
2010,W,1038052,751724,1789776
2010,W,1067715,767134,1834849
2010,W,966185,750033,1716218
2010,W,1030264,725559,1755823
2010,W,1049114,732828,1781942
2010,W,1044807,734953,1779760
2010,W,1040445,748851,1789296
2010,W,1095244,742857,1838101
2010,W,1049060,710406,1759466
2010,W,1062843,726247,1789090
2010,W,1057375,730113,1787488
2010,W,1048120,753345,1801465
2010,W,1060557,753053,1813610
2010,W,824834,627449,1452283
2010,W,1068010,736048,1804058
2010,W,1024910,726372,1751282
2010,W,1060257,750943,1811200
2010,W,1067602,753653,1821255
2010,W,1038903,717627,1756530
2010,W,1057820,729779,1787599
2010,W,1061125,733950,1795075
2010,W,1053153,747116,1800269
2010,W,987323,727707,1715030
2010,W,1030602,710784,1741386
2010,W,948119,691241,1639360
2010,W,1051715,739161,1790876
2010,W,1023047,735281,1758328
2010,W,1027443,725760,1753203
2010,W,1050239,702890,1753129
2010,W,1053066,711219,1764285
2010,W,1067432,725866,1793298
2010,W,1036639,731024,1767663
2010,W,1034503,723652,1758155
2010,W,1046515,709569,1756084
2010,W,1058688,721276,1779964
2010,W,1065459,729087,1794546
2010,W,882944,660145,1543089
2010,W,951645,714781,1666426
2010,W,1013081,704470,1717551
2010,W,1041704,720439,1762143
2010,W,1033004,717114,1750118
2010,W,984043,712787,1696830
2010,W,1038686,715507,1754193
2010,W,957125,667375,1624500
2010,W,1006493,698730,1705223
2010,W,898974,621938,1520912
2010,W,557867,369071,926938
2010,W,974393,658026,1632419
2010,W,970873,672281,1643154
2010,W,999878,678039,1677917
2010,W,1008349,688764,1697113
2010,W,985527,691211,1676738
2010,W,944575,641755,1586330
2010,W,954467,652015,1606482
2010,W,968593,662398,1630991
2010,W,957337,667827,1625164
2010,W,986800,682824,1669624
2010,W,829736,598167,1427903
2010,W,888812,623467,1512279
2010,W,922552,640490,1563042
2010,W,919713,644539,1564252
2010,W,932601,642967,1575568
2010,W,791684,573110,1364794
2010,W,786351,574097,1360448
2010,W,786757,558711,1345468
2010,W,740052,489295,1229347
2010,W,513353,261461,774814
2010,W,673638,435925,1109563
2010,W,717933,490978,1208911
2010,W,731000,513271,1244271
2010,W,754297,524961,1279258
2010,W,609114,391713,1000827
2011,W,925770,581035,1506805
2011,W,946232,621057,1567289
2011,W,950712,624027,1574739
2011,W,939518,625246,1564764
2011,W,927173,622084,1549257
2011,W,966448,639852,1606300
2011,W,923590,654856,1578446
2011,W,960115,657426,1617541
2011,W,969691,661269,1630960
2011,W,983953,656551,1640504
2011,W,613773,422788,1036561
2011,W,991055,678327,1669382
2011,W,1006033,679355,1685388
2011,W,975376,674347,1649723
2011,W,853208,598356,1451564
2011,W,972155,654573,1626728
2011,W,1006376,680037,1686413
2011,W,1014944,681652,1696596
2011,W,994412,685346,1679758
2011,W,930518,655861,1586379
2011,W,1001892,670399,1672291
2011,W,814985,640223,1455208
2011,W,219234,209287,428521
2011,W,732420,580480,1312900
2011,W,933210,715546,1648756
2011,W,996782,693321,1690103
2011,W,986388,697441,1683829
2011,W,941631,676705,1618336
2011,W,940692,676869,1617561
2011,W,965062,659696,1624758
2011,W,1064293,708790,1773083
2011,W,1041367,702586,1743953
2011,W,1050045,709634,1759679
2011,W,1046143,719471,1765614
2011,W,1053474,710682,1764156
2011,W,706507,504444,1210951
2011,W,1004067,692661,1696728
2011,W,1026312,701009,1727321
2011,W,1030542,708692,1739234
2011,W,1015416,691267,1706683
2011,W,1007930,681614,1689544
2011,W,1064543,709683,1774226
2011,W,1038790,702291,1741081
2011,W,1057767,709973,1767740
2011,W,1019568,681216,1700784
2011,W,889994,640899,1530893
2011,W,1054432,710380,1764812
2011,W,1014632,697366,1711998
2011,W,1019921,707389,1727310
2011,W,1047012,708603,1755615
2011,W,1019671,686277,1705948
2011,W,1025714,699145,1724859
2011,W,1057440,725095,1782535
2011,W,1039329,730561,1769890
2011,W,1028193,706274,1734467
2011,W,1009091,661503,1670594
2011,W,964687,653024,1617711
2011,W,1000324,667467,1667791
2011,W,984660,671765,1656425
2011,W,995334,661865,1657199
2011,W,1005055,674351,1679406
2011,W,1018975,688681,1707656
2011,W,1022399,692860,1715259
2011,W,958648,709483,1668131
2011,W,960123,712981,1673104
2011,W,1021955,695709,1717664
2011,W,1063835,723943,1787778
2011,W,1032831,725191,1758022
2011,W,982880,719890,1702770
2011,W,1006956,701186,1708142
2011,W,999639,696423,1696062
2011,W,1036334,717458,1753792
2011,W,1040300,721206,1761506
2011,W,1016435,720731,1737166
2011,W,966032,691935,1657967
2011,W,861574,655013,1516587
2011,W,862770,627085,1489855
2011,W,895201,684367,1579568
2011,W,919676,685284,1604960
2011,W,767236,583531,1350767
2011,W,970581,685301,1655882
2011,W,1009393,717303,1726696
2011,W,960037,712176,1672213
2011,W,972352,710559,1682911
2011,W,1083692,738332,1822024
2011,W,1040468,694159,1734627
2011,W,1063059,708526,1771585
2011,W,1068494,718706,1787200
2011,W,1045556,720006,1765562
2011,W,1054724,732966,1787690
2011,W,996746,680206,1676952
2011,W,1050936,734088,1785024
2011,W,1022323,724069,1746392
2011,W,1026861,739195,1766056
2011,W,1005681,728981,1734662
2011,W,1002206,683002,1685208
2011,W,1012424,694950,1707374
2011,W,996766,688457,1685223
2011,W,1014161,705964,1720125
2011,W,1027404,710957,1738361
2011,W,997460,682656,1680116
2011,W,1019381,719974,1739355
2011,W,932486,676081,1608567
2011,W,954623,693660,1648283
2011,W,1005068,695755,1700823
2011,W,976956,683927,1660883
2011,W,1077060,728801,1805861
2011,W,1037191,707569,1744760
2011,W,1084952,753705,1838657
2011,W,1026379,723353,1749732
2011,W,1023477,727689,1751166
2011,W,1027909,731488,1759397
2011,W,925826,677601,1603427
2011,W,991111,699233,1690344
2011,W,1005818,726932,1732750
2011,W,1009778,739810,1749588
2011,W,927263,708511,1635774
2011,W,960885,741999,1702884
2011,W,1038570,787772,1826342
2011,W,863375,666828,1530203
2011,W,928457,698702,1627159
2011,W,906400,695241,1601641
2011,W,918605,692002,1610607
2011,W,923487,714821,1638308
2011,W,915375,702396,1617771
2011,W,974240,768178,1742418
2011,W,966399,754551,1720950
2011,W,947943,753565,1701508
2011,W,940403,723107,1663510
2011,W,944119,684091,1628210
2011,W,961177,711577,1672754
2011,W,960396,717952,1678348
2011,W,973648,738968,1712616
2011,W,899672,654659,1554331
2011,W,953976,695840,1649816
2011,W,968000,712673,1680673
2011,W,963077,746693,1709770
2011,W,960761,767058,1727819
2011,W,912074,708169,1620243
2011,W,938830,721231,1660061
2011,W,908375,711617,1619992
2011,W,901635,693073,1594708
2011,W,890894,700452,1591346
2011,W,932136,698802,1630938
2011,W,958271,708596,1666867
2011,W,926794,697817,1624611
2011,W,916275,689617,1605892
2011,W,942044,711542,1653586
2011,W,951492,707492,1658984
2011,W,921043,682755,1603798
2011,W,984399,715612,1700011
2011,W,953514,745527,1699041
2011,W,968013,822093,1790106
2011,W,912362,692657,1605019
2011,W,958406,713624,1672030
2011,W,963575,720504,1684079
2011,W,957398,709254,1666652
2011,W,955597,709694,1665291
2011,W,936932,668224,1605156
2011,W,945179,688071,1633250
2011,W,943997,692781,1636778
2011,W,951134,707426,1658560
